word	noun_nomn_score	best_parse	noun_nomn_parse
шепот	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
шлюзы	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
шлюхи	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
штиль	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
эфиры	0.333333	NOUN,inan,masc plur,accs	NOUN,inan,masc plur,nomn
абазы	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
агавы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
агама	0.333333	NOUN,anim,masc,Name sing,gent	NOUN,anim,femn sing,nomn
алкид	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
алтей	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
амбры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ампер	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
апорт	0.333333	INTJ	NOUN,inan,masc sing,nomn
астра	0.333333	NOUN,anim,masc,Name sing,gent	NOUN,inan,femn sing,nomn
атрии	0.333333	NOUN,inan,masc sing,loct	NOUN,inan,masc plur,nomn
бадьи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
байки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
балки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
баржи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
барии	0.333333	NOUN,inan,masc sing,loct	NOUN,inan,masc plur,nomn
басмы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
басни	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
басок	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
бахчи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
башки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
баяны	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
бирки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
битлы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
битюг	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
блузы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
бляхи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
бобон	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
бойки	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
больн	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
брылы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
будки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
буера	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
букли	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
булки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
булоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
бутил	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
былье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
бытье	0.333333	NOUN,inan,neut sing,nomn,V-be	NOUN,inan,neut sing,nomn,V-be
бытья	0.333333	NOUN,inan,neut plur,nomn,V-be	NOUN,inan,neut plur,nomn,V-be
бычки	0.333333	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
вадуц	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ваксы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ванты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ватки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вафли	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
веера	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
вежды	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
веноч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
венцы	0.333333	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
вербы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ветлы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вешки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
взмыв	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
виньи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
виолы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
витье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
возок	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
волок	0.333333	VERB,impf,tran masc,sing,past,indc	NOUN,inan,masc sing,nomn
вольн	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ворье	0.333333	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
ворья	0.333333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
восхи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вскип	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
вскоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
вторы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
выпек	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
высоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
вытье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
вьюги	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
вьюны	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
вятки	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
геммы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
геном	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
герцы	0.333333	NOUN,inan,femn,Sgtm,Geox sing,gent	NOUN,inan,masc plur,nomn
гетры	0.333333	NOUN,inan,femn plur,nomn	NOUN,inan,femn plur,nomn
гинеи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гитов	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
гички	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гладь	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
глыбы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гнусь	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
голец	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
голыш	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
гольд	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
голье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
гольф	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
готье	0.333333	NOUN,inan,neut,Sgtm sing,nomn	NOUN,inan,neut,Sgtm sing,nomn
грезы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гречи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гривы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гридь	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
грифы	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
груст	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
грыжи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гузки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гуммы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
гусек	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
дайки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дайры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
далия	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дачки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дверц	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
делик	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
дермы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дзеты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дибич	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
дички	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
дичок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
днище	0.333333	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
догмы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дойки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
домны	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
домры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
донки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
драги	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дубье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
дужки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
думки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дупла	0.333333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
дупли	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
дутье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
душка	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
дымок	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
дышла	0.333333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
егеря	0.333333	NOUN,anim,masc sing,gent	NOUN,anim,masc plur,nomn
ездки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ершик	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
жабки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жарка	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
жатки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жвала	0.333333	NOUN,inan,neut,Sgtm sing,gent	NOUN,inan,GNdr,Pltm plur,nomn
жерла	0.333333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
жилки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жирок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
жмени	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
жулье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
жупан	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
жучок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
зажор	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
закут	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
зализ	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
замах	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
замет	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
запев	0.333333	GRND,perf,tran past	NOUN,inan,masc sing,nomn
запои	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
запой	0.333333	VERB,perf,tran sing,impr,excl	NOUN,inan,masc sing,nomn
засев	0.333333	GRND,perf,intr past	NOUN,inan,masc sing,nomn
затек	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
захны	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
зацеп	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
зразы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
зубок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
зурны	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
идиом	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
ижицы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
извив	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
икоты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
искат	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
кабан	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
кадет	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кадки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
казан	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
кайлы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
каймы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
калам	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
калин	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
каллы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
камеи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
канты	0.333333	NOUN,anim,ms-f,Pltm,Surn plur,nomn	NOUN,anim,ms-f,Pltm,Surn plur,nomn
канюк	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
капер	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
каппы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
карат	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
карел	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
карры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
катор	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
каччи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
квиты	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
кегля	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
кирки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кирхи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кисты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
клаки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кларк	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
клюки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кобзы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кобры	0.333333	NOUN,inan,femn,Sgtm,Geox sing,gent	NOUN,anim,femn plur,nomn
кокор	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
колбы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
колет	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
колка	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
коммы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
конек	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
коник	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
конча	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,femn sing,nomn
копал	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
копач	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
копки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
копны	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
копье	0.333333	NOUN,inan,neut sing,loct	NOUN,inan,neut sing,nomn
копья	0.333333	NOUN,inan,neut sing,gent	NOUN,inan,neut plur,nomn
корки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
корье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
котик	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
кофты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кочки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кошмы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
крицы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кряжи	0.333333	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
ксивы	0.333333	NOUN,inan,femn,Slng sing,gent	NOUN,inan,femn,Slng plur,nomn
кузни	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
кутня	0.333333	NOUN,anim,masc sing,gent	NOUN,inan,femn sing,nomn
кухва	0.333333	NOUN,anim,masc sing,gent	NOUN,inan,femn sing,nomn
кювье	0.333333	NOUN,inan,neut sing,nomn	NOUN,inan,neut sing,nomn
кюрии	0.333333	NOUN,inan,masc sing,loct	NOUN,inan,masc plur,nomn
кюрин	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
лавоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
ладьи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лайбы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лайка	0.333333	NOUN,inan,masc sing,gent	NOUN,anim,femn sing,nomn
лапты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
латки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лбище	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
леера	0.333333	NOUN,inan,masc sing,gent	NOUN,inan,masc plur,nomn
лежки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лежни	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
лейки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
леммы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
леноч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
ленца	0.333333	NOUN,inan,femn,Sgtm sing,nomn	NOUN,inan,femn,Sgtm sing,nomn
лепры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лерки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лесок	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
леток	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
лианы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лимбы	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
лимфы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
линек	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
литий	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
лихор	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
лишай	0.333333	VERB,impf,tran sing,impr,excl	NOUN,inan,masc sing,nomn
лунки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лысые	0.333333	ADJF,Qual plur,nomn	NOUN,anim,masc plur,nomn
лысый	0.333333	ADJF,Qual masc,sing,nomn	NOUN,anim,masc sing,nomn
лютни	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ляжки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
лямки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мавры	0.333333	NOUN,anim,masc plur,nomn	NOUN,anim,masc plur,nomn
магмы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
малье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
мамбы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
манчи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
маржи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
марли	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
маточ	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
махры	0.333333	NOUN,inan,femn,Sgtm sing,gent	NOUN,inan,GNdr,Pltm plur,nomn
мачты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мегом	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мелки	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
мелок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
мелоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
метан	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
метлы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
метры	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
мешоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
милка	0.333333	NOUN,anim,femn sing,nomn	NOUN,anim,femn sing,nomn
милки	0.333333	NOUN,anim,femn sing,gent	NOUN,anim,femn plur,nomn
мимас	0.333333	NOUN,anim,masc sing,nomn	NOUN,anim,masc sing,nomn
минеи	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
миомы	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мирры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
митры	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мойки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
молоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
морды	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
морок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
моток	0.333333	NOUN,inan,femn plur,gent	NOUN,inan,masc sing,nomn
мочки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мошки	0.333333	NOUN,inan,femn,Sgtm sing,gent	NOUN,anim,femn plur,nomn
мошны	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
муфты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мычки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мялки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
мямли	0.333333	VERB,impf,intr sing,impr,excl	NOUN,anim,ms-f plur,nomn
навис	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
надув	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
намыв	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
нанки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
напев	0.333333	GRND,perf,tran past	NOUN,inan,masc sing,nomn
напои	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
напой	0.333333	VERB,perf,tran sing,impr,excl	NOUN,inan,masc sing,nomn
нарты	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
нарыв	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
натек	0.333333	VERB,perf,intr masc,sing,past,indc	NOUN,inan,masc sing,nomn
невес	0.333333	NOUN,inan,masc sing,accs	NOUN,inan,masc sing,nomn
нипоч	0.333333	ADJS masc,sing	NOUN,anim,masc sing,nomn
носка	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
носои	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
ночки	0.333333	NOUN,inan,femn sing,gent	NOUN,inan,femn plur,nomn
нутка	0.333333	NOUN,inan,femn sing,nomn	NOUN,inan,femn sing,nomn
нырки	0.333333	NOUN,inan,masc plur,nomn	NOUN,inan,masc plur,nomn
нырок	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
нытье	0.333333	NOUN,inan,neut,Sgtm sing,loct	NOUN,inan,neut,Sgtm sing,nomn
обдув	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
облач	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
облог	0.333333	NOUN,inan,masc sing,nomn	NOUN,inan,masc sing,nomn
